"","Date","Time","Location","Operator","Flight #","Route","Type","Registration","Aboard","Fatalities","Ground","Summary","Manufacturer","SurvivorToFatalitiesRatio","DeathRatePercentage"
"2758","09/11/1974","07:34","North Carolina","Eastern Air Lines","212","Charleston, SC - Charlotte, NC - Chicago, IL","McDonnell Douglas DC-9-31","N8984E",82.00,70.00,0.00,"The aircraft flew too low and struck trees 3.3 miles short of the runway during an approach in fog. Flightcrew's lack of altitude awareness at critical points during the approach due to poor cockpit discipline in that the crew did not follow prescribed procedures. The crewmembers were preoccupied with conversations having nothing to do with the operating the aircraft while conducting an instrument approach. The aircraft was 50 knots too fast and 500 feet below the final approach fix.","McDonnell",0.85,85
"2759","09/15/1974","11:00","Vietnam","Air Vietnam (South Vietnam)","706","Da Nang - Saigon","Boeing B-727-121C","XV-NJC",75.00,75.00,0.00,"Hijacked. Detonation of two hand grenades in the passenger compartment after the pilot refused to fly to Hanoi, North Vietnam. The aircraft attempted to land, executed a missed approach and dove into the ground from a height of 1,000 feet.","Boeing",1.00,100
"2760","09/19/1974","03:50","California","Riverside Air","Unknown Flight #","Las Vegas, NV - Riverside, CA","Piper PA-32","N15528",5.00,5.00,0.00,"Crashed into cables and caugt fire after a third attempt to land.  Improper IFR procedures. Pilot descended below MDA on VOR approach.","Piper",1.00,100
"2761","09/22/1974","09:55","Alaska","Frontier Flying Service - Air Taxi","Unknown Flight #","Fairbanks, AK - Dietrich, AK","Cessna 185","N70026",2.00,2.00,0.00,"The aircraft suffered engine failure during takeoff and crashed. Excessive ware of spark plugs. Inadequate inspection and maintenance.","Cessna",1.00,100
"2762","10/01/1974","21:40","Alaska","Winship Air Service","Unknown Flight #","Fairbanks, AK - Lupine, AK","Volpar 18","N357V",6.00,6.00,0.00,"Crashed after encountering airframe icing. Failed to follow approved procedures and directives. Improper operation of powerplant and powerplant controls.","Volpar",1.00,100
"2763","10/02/1974","19:30","U.S. Virgin Islands","North Cay Airways","Unknown Flight #","Saint Croix - Saint Thomas","Britten-Norman BN-2A Islander","N864JA",2.00,2.00,0.00,"Crashed into the ocean.","Britten",1.00,100
"2764","10/09/1974","Unknown time","Alaska","Evergreen Helicopter - Air Taxi","Unknown Flight #","Unknown Route","Bell 205A","N2970W",3.00,3.00,0.00,"Main rotor separated due to overloading. Evidence of mast bumping. Improper operation of flight controls.","Bell",1.00,100
"2765","10/10/1974","Unknown time","Egypt","EgyptAir","Unknown Flight #","Training","Tupolev Tu-154","SU-AXB",6.00,6.00,0.00,"The aircraft lost control while taking off and crashed. Pilot error. Stalled.","Tupolev",1.00,100
"2766","10/13/1974","Unknown time","Formosa Strait","Military - U.S. Air Force","Unknown Flight #","Unknown Route","Lockheed WC-130H Hercules","65-0965",6.00,6.00,0.00,"Disappeared after flying into typhoon Bess.","Lockheed",1.00,100
"2767","10/17/1974","08:50","Alaska","Webber Airlines -Air Taxi","Unknown Flight #","Kassan, AK - Coffman Cove, AK","de Havilland DHC-2","N129WA",8.00,5.00,0.00,"Entered local fog conditions after takeoff and collided with trees. Pilot initiated flight in adverse weather conditions.","de",0.62,62
"2768","10/19/1974","01:15","Philippines","Mabuhay Airways","Unknown Flight #","Unknown Route","Douglas DC-3","RP-C643",8.00,1.00,0.00,"One hour after takeoff, cruising at FL85, the No.1 engine had to be shut down due to severe vibrations and backfiring. The crew chose to divert to Calapan. At 900 ft over Calapan, the controls began to shake and control of the aircraft  was lost. The aircraft was ditched 700 feet offshore.","Douglas",0.12,12
"2769","10/22/1974","18:25","Arizona","Deming Flying Service - Air Taxi","Unknown Flight #","Kingman, AZ - Deming, NM","Cessna 172M","N20673",2.00,2.00,0.00,"The pilot continued flight into poor weather conditions  and thunderstorm activity. Continued VFR flight into adverse weather conditions. Pilot not insturment rated.","Cessna",1.00,100
"2770","10/24/1974","19:30","Oklahoma","AltusFlying Service - Air Taxi","Unknown Flight #","Dallas, TX - Altus, OK","Piper PA-31","N979L",4.00,2.00,0.00,"Collided with the ground on final apporach in rain and fog. ATC failed to provide radar vectoring as requested. Pilot descended below MDA.","Piper",0.50,50
"2771","10/24/1974","06:35","Illinois","Henry Nichols - Air Taxi","Unknown Flight #","Indianapolis, IN - Chicago, Il","Cessna 337D","N2HN",3.00,2.00,0.00,"Pilot misjudged altitude in fog and landed in water. Continued VFR flight into adverse weather conditions.","Cessna",0.67,67
"2772","11/09/1975","Unknown time","Alaska","Willow Air Service - Air Taxi","Unknown Flight #","Willow, AK - Local","Piper PA-18","N2580P",3.00,3.00,0.00,"Failed to maintain flying speed while in the initial climb. Stalled and crashed. Incorrect trim setting. Plane overloaded.","Piper",1.00,100
"2773","10/27/1974","23:36","Alaska","Alaska International Air","Unknown Flight #","Fairbanks - Bettles","Lockheed L-100 Hercules","N102AK",4.00,4.00,0.00,"While en route, the cargo plane lost a wing and spiraled into the ground. Failure of the right wing in fight. Fatigue fracture. Inadequate maintenance and inspection.","Lockheed",1.00,100
"2774","10/28/1974","16:45","Colorado","Hlavka Aviation - Air Taxi","Unknown Flight #","Gallup, NM - Rapid City, SD","Beechcraft 95-B55","N414K",2.00,2.00,0.00,"Pilot refused weather briefing. Flew into blind canyon. Icing conditions. Continued VFR flight into adverse weather conditions.","Beechcraft",1.00,100
"2775","10/30/1974","02:30","Canada","Pan ArctiOil","416","Unknown Route","Lockheed 188PF Electra","C-FPAB",34.00,32.00,0.00,"Crashed into the sea 2 miles short of the runway.","Lockheed",0.94,94
"2776","11/07/1974","Unknown time","Denmark","Unknown Operator","Unknown Flight #","Unknown Route","Britten-Norman BN-2A Islander","OY-DVJ",3.00,3.00,0.00,"Ditched into the ocean.","Britten",1.00,100
"2777","11/15/1974","13:00","Alaska","Southeast Sky - Air Taxi","Unknown Flight #","Juneau, AK - Tenakee, AK","de Havilland DHC-2","N97702Z",4.00,4.00,0.00,"The float equiped plane crashed into the bay in blowing snow and poor visibility. Continued VFR flight into adverse weather conditions.","de",1.00,100
"2778","11/15/1974","Unknown time","Philippines","Orient Air System and Integrated Services","Unknown Flight #","Unknown Route","Douglas C-47A-30","RP-C570",8.00,1.00,0.00,"The No.2 prop was feathered when the engine failed after taking off. The aircraft lost altitude during a 180 degree turn and a forced landing was made in a rice field.","Douglas",0.12,12
"2779","11/20/1974","Unknown time","Ethiopia","Ethiopian Airlines","Unknown Flight #","Soddu - Beica","Douglas DC-3","ET-AAR",24.00,2.00,0.00,"Crashed on takoff.","Douglas",0.08,8
"2780","11/20/1974","07:50","Kenya","Lufthansa","540","Nairobi - Johannesburg","Boeing B-747-130","D-ABYB",157.00,59.00,0.00,"The aircraft stalled and crashed during takeoff. The wing flaps were not extended. First fatal Boeing 747 accident to occur.","Boeing",0.38,38
"2781","11/22/1974","Unknown time","Spain","Alpa Servicios A<e9>reos","Unknown Flight #","Unknown Route","Cessna 500 Citation I","EC-CGG",4.00,4.00,0.00,"Crashed during takeoff.","Cessna",1.00,100
"2782","12/01/1974","19:26","New York","Northwest Orient Airlines","6231","New York City, NY - Buffalo, NY","Boeing B-727-251","N274US",3.00,3.00,0.00,"The aircraft stalled in a climb from which recovery was not effected. The loss of control of the aircraft because the flight crew failed to recognize and correct the aircraft's high-angle-of-attack, low-speed stall and its descending spiral. The stall was precipitated by the flight crew's improper reaction to erroneous airspeed and Mach indications which had resulted from a blockage of the pitot heads by atmospheriicing. Contrary to standard operational procedures, the flight crew had not activated the pitot head heaters.","Boeing",1.00,100
"2783","12/01/1974","11:10","Virginia","Trans World Airlines","514","Columbus - Washington D.C.","Boeing B-727-231","N54328",92.00,92.00,0.00,"The plane crashed into high terrain at approximately 270 mph during an approach to Dulles Airport. The crew's decision to descend before aircraft reached the approach segment. The crew ignored high terrain marked on the en route chart and continued their descent. Lack of clarity in ATC procedures. The issuance of the approach clearance when the flight was 44 miles from the airport on an unpublished route without clearly defined minimum altitudes. Inadequate depiction of altitude restrictions on the profile view of the approach chart for the VOR/DME approach to Runway 12 at Dulles International Airport.","Boeing",1.00,100
"2784","12/04/1974","22:15","Sri Lanka","Martinair Holland NV","Unknown Flight #","Surabaya - Jeddah","McDonnell Douglas DC-8-55F","PH-MHB",191.00,191.00,0.00,"The aircraft impacted high ground during approach. The crew descended below a safe altitude due to a position error resulting from misinterpretation of Doppler and weather radar.","McDonnell",1.00,100
"2785","12/11/1974","Unknown time","Alaska","Kodiak Airways","Unknown Flight #","Old Harbor, AK - Kodiac, AK","Grumman G-21","N1583V",5.00,5.00,0.00,"Disappeared en route. Never found.","Grumman",1.00,100
"2786","12/12/1974","Unknown time","South Vietnam","Military - Vietnamese Air Force","Unknown Flight #","Unknown Route","Boeing Vertol CH-47 (helicopter)","Unknown Registration",54.00,54.00,0.00,"Shot down by a surface-to-air missile.","Boeing",1.00,100
"2787","12/14/1974","Unknown time","Uzbekistan","Aeroflot","Unknown Flight #","Unknown Route","Yakovlev 40","CCCP-87630",7.00,7.00,0.00,"Overran the runway and hit a dyke while attempting to take off. Elevator lock not removed.","Yakovlev",1.00,100
"2788","12/22/1974","12:30","Venezuela","Aerovias Venezolanas SA (Venezuela)","358","Unknown Route","McDonnell Douglas DC-9-14","YV-C-AVM",77.00,77.00,0.00,"The flight crashed 5 minutes after taking off. Undetermined cause. Possible engine failure.","McDonnell",1.00,100
"2789","12/26/1974","18:05","Washingon","Harbor Airlines - Air Taxi","Unknown Flight #","Riverton Heights, WA - Oak Harbor, OR","Brittonorman BN-2A","N66HA",6.00,4.00,0.00,"The aircraft crashed into a residental area while in an initial climb. Unknown matter in pitot statisystem effected A/S indicator. Pilot diverted attention from operation of aircraft.","Brittonorman",0.67,67
"2790","12/29/1974","Unknown time","Romania","Tarom","Unknown Flight #","Unknown Route","Antonov AN-24RV","YR-AMD",33.00,33.00,0.00,"Crashed into Lotru mountains.","Antonov",1.00,100
"2791","01/03/1975","Unknown time","Russia","Aeroflot","Unknown Flight #","Unknown Route","Tupolev TU-124","CCCP-45037",61.00,61.00,0.00,"Crashed shortly after taking off.","Tupolev",1.00,100
"2792","01/03/1975","Unknown time","Vietnam","Air America","Unknown Flight #","Da Lat - Nha Trang","Fairchild C-123K","ST-1",9.00,9.00,0.00,"Shot down with a SAM missile.","Fairchild",1.00,100
"2793","01/05/1975","10:07","Washington","Richland Flying Service - Air Taxii","Unknown Flight #","Richland, WA  - Seattle, WA","Cessna TU206D","N71972",4.00,3.00,0.00,"Unable to maintain altitude and crashed into trees. Icing conditons. Airfame icing.","Cessna",0.75,75
"2794","01/06/1975","Unknown time","Argentina","Military - Argentine Navy","Unknown Flight #","Unknown Route","de Havilland Canada DHC-6 Twin Otter 200","AE-259",12.00,12.00,0.00,"Flew into the side of a mountain in poor weather conditons.","de",1.00,100
"2795","01/08/1975","08:30","Colombia","SATENA","Unknown Flight #","San Vicente del Caguan - Florencia","Douglas DC-3","FAC-688",21.00,21.00,0.00,"Crashed and burned in mountains while en route. Improper flight planning by proceeding in mountainous terrain during adverse weather conditions which had reduced visibility along the route.","Douglas",1.00,100
"2796","01/09/1975","16:07","California","Golden West Airlines / Private","261","Ontario - Los Angeles","de Hav Can. DHC-6 Tw Otter 100/ Cessna","N6383",14.00,14.00,0.00,"Midair collision between a DHC-6 and a Cessna 150 at 2,200 feet while approaching Ontario Airport. Twelve aboard the Otter  and two aboard the Cessna killed. The failure of both flight crews to see the other aircraft in sufficient time to initiate evasive action. This was because of the position of the sun, the closure angle of the aircraft and the necessity of the Twin Otter's flight crew to acquire visual contact with radar reported traffidirectly ahead of them.","de",1.00,100
"2797","01/13/1975","17:00","Alaska","Channel Flying Service - Air Taxi","Unknown Flight #","Juneau, AK - Return","de Havilland DHC-2","N1944",5.00,5.00,0.00,"The aircraft disappeared after attempting to return to Juneau. Not found. Probable cause unknown.","de",1.00,100
"2798","01/15/1975","Unknown time","Hunary","Malev Hungarian Airlines","Unknown Flight #","Berlin - Budapest","Ilyushin IL-18V","HA-MOH",9.00,9.00,0.00,"The aircraft crashed into the ground 1,360 meters past the runway threshold and 120 meters to the left of the center line while attempting to land at Ferihegy airport. Poor weather, fog, nightime conditions, lack of crew coordination and possible spatial disorientation contributed to the accident.","Ilyushin",1.00,100
"2799","01/16/1975","Unknown time","Laos","Aeroflot","Unknown Flight #","Unknown Route","Antonov AN-12","Unknown Registration",16.00,16.00,0.00,"No information on how the accident occured","Antonov",1.00,100
"2800","01/30/1975","Unknown time","Turkey","Turkish Airlines (THY)","Unknown Flight #","Izmir - Istanbul","Fokker F-28 Fellowship 1000","TC-JAP",42.00,42.00,0.00,"After an electrical failure at the airport the aircraft initiated a go-around. Because another aircraft was about to take off, an extended downwind leg was flown. The aircraft crashed into the Sea of  Marmara while in the process of making the second approach.","Fokker",1.00,100
"2801","01/30/1975","Unknown time","Dominican Republic","Linea A<e9>rea Nacional","Unknown Flight #","Santo Domingo - Port-au-Prince","Douglas DC-3-313","HI-222",30.00,1.00,0.00,"Crashed during take off.","Douglas",0.03,3
"2802","02/01/1975","Unknown time","Alaska","Kenai Air Service - Air Taxi","Unknown Flight #","Kenai, AK - Gulkana, AK","Piper PA-31","N54734",2.00,2.00,0.00,"Misjudged altitude. Flew into rising terrain. Not recovered due to avalanche danger.","Piper",1.00,100
"2803","02/01/1975","08:58","Texas","Horizon Properties","Unknown Flight #","Lawton, OK - Huntsville, TX","Douglas DC-3C","N15HC",16.00,5.00,0.00,"The flight was diverted to Houston because weather at Huntsville was below minima.  An ILS approach was abandoned due to intermittent operation of the aircraft ILS localizer receiver instruments. The crew then tried an approach with Houston TRACON monitoring on surveillance radar. The DC-3 descended too low until the left wing collided with a  high power line tower, located 1.8 miles short of the runway. Fifteen feet of wing was torn off and the aircraft continued another 650 feet before striking the ground inverted.  Improper in-flight decisions or planning and improper IFR operation.","Douglas",0.31,31
"2804","02/03/1975","23:10","Philippines","Philippine Air Lines","Unknown Flight #","Manila - Iligan","Hawker Siddeley HS-748 2","RP-C1028",33.00,32.00,0.00,"The No. 2 engine caught fire shortly after takeoff.  The aircraft crashed into a rice field 3 miles short of the runway while making an emergency approach back to the airport.","Hawker",0.97,97
"2805","02/09/1975","Unknown time","Crete","Military - Deutsche Luftwaffe","Unknown Flight #","Unknown Route","Transall C-160","5063",40.00,40.00,0.00,"Slammed into a mountain at an altitude of 5,000 ft. during an approach to Canea in a snow shower.","Transall",1.00,100
"2806","02/16/1975","19:00","Alaska","PacifiAlaska Airlines","Unknown Flight #","Fairbanks - Happy Valley Camp","Douglas DC-6BF","N77DG",3.00,3.00,0.00,"The cargo plane lost three of four engines on takeoff. The crew tried to return to the airport but crashed short of the runway. Fuel contamination. Water in fuel.","Douglas",1.00,100
"2807","02/22/1975","22:12","Colombia","Aerocondor","Unknown Flight #","Medellin, Colombia - Miami, Florida","Canadair CL-44","HK-1972",5.00,5.00,0.00,"Minutes after taking off in a rainstorm the right wing struck a tree. The crew lost control of the plane and crashed.","Canadair",1.00,100
"2808","02/27/1975","Unknown time","Brazil","VASP","Unknown Flight #","Sao Paulo - Bauru","Embraer 110C Bandeirante","PP-SBE",15.00,15.00,0.00,"The plane crashed into houses after taking off and burst into flames. The plane had engine trouble, attempted to return to the airport when it crashed into the houses.","Embraer",1.00,100
"2809","03/05/1975","16:18","Wisconsin","Burlington Air - Air Taxi","Unknown Flight #","Moline, IL - Racine IL","Beechcraft 95","N2061C",4.00,2.00,0.00,"The aircraft suffered partial loss of engine power while en route. Made a forced crash landing.  Not equipped with anti- icing. Conditions conducive to carburetor induction icing. Attempted operation with know deficiencies in equipment. Initiated flight in adverse weather conditions.","Beechcraft",0.50,50
"2810","03/12/1975","18:00","South Vietnam","Air Vietnam (South Vietnam)","Unknown Flight #","Unknown Route","Douglas DC-4","XV-NUJ",26.00,26.00,0.00,"Shot down by a hand-held surface-to-air missile by North Vietnamese forces 25 miles SW of Pleiku.","Douglas",1.00,100
"2811","03/16/1975","13:40","Argentina","Military - Argentine Air Force","Unknown Flight #","El Palomar AB - San Carlos de Bariloche","Fokker F-27 Friendship 400M","TC-72",55.00,55.00,0.00,"The aircraft struck a mountain while preparing for an ILS approach in poor weather. Crew error. Crew descended below the minimum safe altitude before knowing their position.","Fokker",1.00,100
"2812","03/18/1975","Unknown time","Sudan","Sudan Airways","Unknown Flight #","Unknown Route","de Havilland Canada DHC-6 Twin Otter 100","ST-ADB",6.00,5.00,0.00,"No information on how the accident occured","de",0.83,83
"2813","03/20/1975","23:00","Washington","Military - U.S. Air Force","Unknown Flight #","Clark AFB - Japan","Lockheed C-141A (L.300)","64-0641",16.00,16.00,0.00,"The aircraft struck a ridge of  Mt. Constance in OlympiNational Park. Faulty clearance by the ATC after misidentifying the C-141 as another aircraft.","Lockheed",1.00,100
"2814","04/04/1975","16:30","Vietnam","Military - U.S. Air Force","Unknown Flight #","Tan Son AFB - Clark AFB","Lockheed C-5A Galaxy","68-218",330.00,155.00,0.00,"The aircraft reported it was returning to Tan Son Nhut Airbase 15 minutes after taking off. The aircraft was not able to make the airport and crashed landed into a rice paddy, 1.5 miles from the airport. The flight was evacuating 243 Vietnamese orphans. Pressure failure due to a faulty rear loading ramp caused decompression which led to severed rudder and elevator cables and loss of two hydraulisystems resulting in a loss of pitch control. Worst single non-combat U.S. military aviation disaster.","Lockheed",0.47,47
"2815","04/22/1975","13:42","California","Skips Air Service - Air Taxi","Unknown Flight #","Fresno, CA - Santa Barbara, CA","Cessna 310Q","N7634Q",3.00,3.00,0.00,"Descended into obscured mountain slope. Continued VFR flight into adverse weather.","Cessna",1.00,100
"2816","04/28/1975","23:00","Alaska","Gay Airways - Air Taxi","Unknown Flight #","Anaktuvak, AK - Deadhorse, AK","Bell 206","N59521",4.00,2.00,0.00,"Continued VFR flight into adverse weather. Pilot said gyro not working properly.","Bell",0.50,50
"2817","05/03/1975","Unknown time","Colombia","SATENA","Unknown Flight #","Ocana - Cucuta","Douglas DC-3","FAC- 663",6.00,3.00,0.00,"Crashed  on its inaugural flight.","Douglas",0.50,50
"2818","05/10/1975","Unknown time","Australia","Air Express","Unknown Flight #","Unknown Route","Bristol 170 Freighter 21E","VH-SJQ",2.00,2.00,0.00,"Following an engine failure the cargo plane could not maintain altitude and crashed into the ocean.","Bristol",1.00,100
"2819","05/12/1975","17:45","Alaska","Foster Aviation","Unknown Flight #","Savoonga, AK - Gambell, AK","Piper PA-23-250","N5067Y",6.00,6.00,0.00,"The cabin door came open in flight distracting the pilot. Failed to maintain flying speed. Stalled.","Piper",1.00,100
"2820","05/13/1975","21:15","Thailand","Military - U.S. Air Force","Unknown Flight #","Nakhom Phanom AB - Utapao AB","Sikorsky CH-53C (helicopter)","68-10933",23.00,23.00,0.00,"The copter was observed in an uncontrollable descent to earth in an inverted attitude after which it crashed and burned. Cracking of a rotor spindle assembly  which led to separation of the main rotor.","Sikorsky",1.00,100
"2821","06/03/1975","Unknown time","Philippines","Philippine Air Lines","Unknown Flight #","Legaspi - Manilla","BAC One-Eleven 524FF","RP-C1184",64.00,1.00,0.00,"A bomb exploded in the right rear lavatory causing a hole in the fuselage. The plane landed safely.","BAC",0.02,2
"2822","06/17/1975","Unknown time","Brazil","Varig","Unknown Flight #","Unknown Route","Hawker Siddeley HS-748-235 Srs. 2A","PP-VDN",15.00,1.00,3.00,"The aircraft landed with excessive speed and touched down on the last 300 meters of the runway, overran the runway, crossed a street and crashed into a house.","Hawker",0.07,7
"2823","06/24/1975","16:05","New York","Eastern Air Lines","66","New Orleans - New York City","Boeing B-727-225","N8845E",124.00,113.00,0.00,"The aircraft crashed into the approach lights to runway 22L at JFK while on an ILS approach to the runway. Aircraft's encounter with heavy rain and a very strong thunderstorm that was located astride the ILS localizer course which resulted in a high descent rate into approach light towers.The flightcrew's delayed recognition and correction of the high descent rate and their reliance upon visual cues rather than on flight instrument reference. However, the adverse winds might have been too severe for a successful approach and landing even had they relied upon and responded rapidly to the indications of the flight instruments.Contributing to the accident was the continued use of Runway 22L when it should have become evident to both air trafficontrol personnel and the flightcrew that a severe weather hazard existed along the approach path.","Boeing",0.91,91
"2824","06/26/1975","22:28","Ohio","Hamilton Aviation","Unknown Flight #","Detroit, MI - Peducah, KY","Beechcraft E18S","N791A",2.00,2.00,0.00,"Crashed in an emergency landing. Fatigue fracture of the cylinder head. Standpipe cutoff flush with bottom of oil tank. Improper maintenance.","Beechcraft",1.00,100
"2825","06/30/1975","19:30","Colombia","Taxi Aereo El Venado","Unknown Flight #","Cucuta - Tame","Douglas DC-4","HK-1309",3.00,3.00,0.00,"The cargo plane crashed en route.","Douglas",1.00,100
"2826","07/02/1975","Unknown time","France","Touraine Air Transport","Unknown Flight #","Nantes - Brest","Beechcraft 99","F-BTQE",8.00,8.00,0.00,"Crashed on takeoff after engine failure in the No. 2 engine.","Beechcraft",1.00,100
"2827","07/03/1975","Unknown time","Chile","Military - Chilian Air Force","Unknown Flight #","Unknown Route","Douglas C-47A","FAC-970",10.00,10.00,0.00,"No information on how the accident occured","Douglas",1.00,100
"2828","07/10/1975","Unknown time","Colombia","Aerovias Condor","Unknown Flight #","Bogota  - Barranquilla","Lockheed L-188AF Electra","HK-1976",4.00,2.00,0.00,"The cargo plane barely took off when it settled back on the runway and crashed into a DC-6. Both planes destroyed.","Lockheed",0.50,50
"2829","07/10/1975","Unknown time","Alaska","Homer Air Service - Air Taxi","Unknown Flight #","Homer, AK - Local","Piper PA-18","N6817L",2.00,2.00,0.00,"Diverted attention from aircraft. Misjudged altitude and clearance. Struck high obstruction.","Piper",1.00,100
"2830","07/15/1975","23:48","California","Oceanaire Helicopter - Air Taxi","Unknown Flight #","Poway, CA - Pomona, CA","Bell 206B","N58137",4.00,4.00,0.00,"Departed from well lighted area into surrounding unlighted terrain with fog in area. Crashed.  Spatial disorientation.","Bell",1.00,100
"2831","07/15/1975","Unknown time","USSR","Aeroflot","Unknown Flight #","Unknown Route","Yakovlev YAK-40","CCCP-87475",41.00,41.00,0.00,"The aircraft struck a mountain after an attempted go-around.","Yakovlev",1.00,100
"2832","07/26/1975","20:30","Michigan","Military - U.S. Air Force","Unknown Flight #","Exercise","Lockheed C-130A Hercules","57-0454",6.00,6.00,0.00,"Crashed while flying low in an exercise in formation. Propeller separation.","Lockheed",1.00,100
"2833","07/31/1975","Unknown time","Taiwan","Far Eastern Air Transport","134","Hualien - Taipei","Vickers 837 Viscount","B-2029",76.00,28.00,0.00,"Stalled and crashed during thunderstorm while attempting to land for a second time. The pilot attempted a go around but the plane did not respond, thw eing hit the ground and the plane crashed. The pilot decided to pull up too late for another try at landing and failed to operate the plane properly while doing so.","Vickers",0.37,37
"2834","08/03/1975","04:30","Morocco","Alia Royal Jordanian Airlines","Unknown Flight #","Paris - Agadir","Boeing B-707-321C","JY-AEE",188.00,188.00,0.00,"The aircraft was on approach when the right wing tip and No. 4 engine struck a mountain peak at 2,400 feet.  Part of the wing separated and the plane crashed into a ravine. Crew error.","Boeing",1.00,100
"2835","08/03/1975","19:30","Honduras","Military - Nicaraguan Air Force","Unknown Flight #","Veracruz - Managua","Douglas DC-47","412",20.00,20.00,0.00,"The plane was unable to land at Ilopango, El Salvador to refuel because of adverse weather conditions. The plane most likely ran out of fuel and crashed into the PacifiOcean.","Douglas",1.00,100
"2836","08/07/1975","16:11","Colorado","Continental Airlines","426","Denver - Wichita","Boeing B-727-224","N88777",131.00,0.00,0.00,"The aircraft climbed to about 100 feet above runway 35L and then crashed near the departure end of the runway. At the time of the accident, a thunderstorm with associated rain showers was moving over the northern portion of the airport. The aircraft's encounter, immediately following takeoff, with severe windshear at an altitude and airspeed which precluded recovery to level flight.","Boeing",0.00,0
"2837","08/15/1975","Unknown time","USSR","Aeroflot","Unknown Flight #","Unknown Route","Yakovlev YAK-40","CCCP-87323",28.00,28.00,0.00,"Crash during pool visibility and weather conditions.","Yakovlev",1.00,100
"2838","08/20/1975","01:15","Syria","Ceskoslovenske Aerolinie","542","Prague, Czechoslovakia - Damascus, Syria","Ilyushin IL-62","OK-DBF",128.00,126.00,0.00,"The airliner crashed into a sandy knoll, 10 miles NE of Damascus during an approach to Damascus International Airport. Failure of the crew to maintain the minimum flight altitude.","Ilyushin",0.98,98
"2839","08/25/1975","20:42","Ohio","Portsmouth Aviation - Air Taxi","Unknown Flight #","Monticello, NY - Portsmoutn, OH","Piper PA-28","N44323",4.00,2.00,0.00,"The aircraft suffered engine failure on final. Fuel exhaustion. Evasive maneuver to avoid collision. Tried to avoid trees and crashed.","Piper",0.50,50
"2840","08/30/1975","Unknown time","El Salvador","Military - Nicaraguan Air Force","Unknown Flight #","Unknown Route","Douglas C-47","412",20.00,20.00,0.00,"Crashed into the PacifiOcean after running out of fuel after diverting to an alternate airport.","Douglas",1.00,100
"2841","08/30/1975","13:57","Alaska","Wien Air Alaska","99","Nome - Gambell","Fairchild F-27B","N4904",32.00,10.00,0.00,"After several landing attempts, the aircraft crashed into Sevuokuk Mountain, in fog, while attempting to land at Gambell Airport. The flightcrew's failure to adhere to prescribed company instrument approach procedures while attempting to land in adverse weather conditions.","Fairchild",0.31,31
"2842","09/01/1975","Unknown time","East Germany","Interflug","Unknown Flight #","Stuttgart - Leipzig","Tupolev TU-134","DM-SCD",34.00,26.00,0.00,"The aircraft descended below the glide path and struck a radio tower short of the runway. The captain was sentenced to 5 years in prison, the co-pilot, navigator and radio officer received 3 year sentences each. The plane collided with the radio tower because the pilot was flying below the minimum flight altitude.","Tupolev",0.76,76
"2843","09/11/1975","Unknown time","Ethiopia","Ethiopian Airlines","Unknown Flight #","Bahar Dar - Debra Marcos","Douglas C-47-DL","ET-ABX",9.00,1.00,0.00,"The plane was flying at FL 115 under VFR in scattered clouds. When breaking through a cloud bank a mountain was seen up ahead. A steep climbing turn was initiated, but the tail struck trees, control was lost and the aircraft crashed inverted.","Douglas",0.11,11
"2844","09/24/1975","Unknown time","Indonesia","Garuda Indonesia Airlines","150","Jakarta - Palembang","Fokker F-28 Fellowship 1000","PK-GVC",61.00,25.00,1.00,"Landed short and struck trees while on approach in poor weather. VFR flight in weather conditions below minima.","Fokker",0.41,41
"2845","09/30/1975","Unknown time","Lebanon","Malev Hungarian Airlines","Unknown Flight #","Budapest - Beirut, Lebanon","Tupolev TU-154B","HA-LCI",60.00,60.00,0.00,"The aircraft crashed into the Mediterranean sea while on approach. The ILS localizer was down at the time but a visible approach was possible. Cause unknown.","Tupolev",1.00,100
"2846","09/30/1975","Unknown time","Canada","Northern Thunderbird Air","Unknown Flight #","Prince George - Dease Lake","de Havilland Canada DHC-6 Twin Otter 200","CF-MHU",7.00,7.00,0.00,"Flew into a mountain ridge.","de",1.00,100
"2847","09/30/1975","Unknown time","Colombia","AVIANCA","Unknown Flight #","Bogota - Barranquilla","Boeing 727-24C","HK-1272",4.00,4.00,0.00,"The cargo plane struck trees and broke up on a second landing attempt in poor weather.","Boeing",1.00,100
"2848","10/23/1975","19:28","Australia","Connair","Unknown Flight #","Mount Isa - Cairns","de Havilland DH114 Heron 2E","VH-CLS",11.00,11.00,0.00,"Improper approach during a storm. Crew error. Misalignment of the aircraft with the runway and abandonment of the landing approach. The pilot-in-command did not immediately initiate a climb to a safe altitude for reasons unknown.","de",1.00,100
"2849","10/26/1975","11:30","Nevada","Air Taxi","Unknown Flight #","Las Vegas, NV - So. Lake Tahoe, CA","Piper PA-34","N1495X",2.00,2.00,0.00,"Collided with trees while descending to land. Pilot fatigue.","Piper",1.00,100
"2850","10/27/1975","06:45","Bolivia","TAM (Bolivia)","Unknown Flight #","Tomonoco - La Paz","Convair CV-440-12","TAM-44",67.00,67.00,0.00,"The aircraft took off reaching a altitude of only 300 feet which was insufficient to clear the terrain surrounding the airport. Cause not determined. Overloaded.","Convair",1.00,100
